story_id,title,slug,url,excerpt,published_at,image_url,author_name,category,tags,time_to_read,funding_amount,company_name,scraped_at
335030,Atlys raises $36M led by Susquehanna Asia VC,atlys-raises-36-mn-led-by-susquehanna-asia-vc-visa-startup,https://yourstory.com/2026/03/atlys-raises-36-mn-led-by-susquehanna-asia-vc-visa-startup,Susquehanna Asia VC leads the round as the company scales internationally and builds AI-driven tools to simplify visa applications.,2026-03-16T14:48:47.831Z,https://images.yourstory.com/cs/2/e641e900925711e9926177f451727da9/AtlysProfileFeatureImage-1745409783161.jpg,Team YS,Funding,Just In; Atlys; B-1 visas; Travel visa,2,$36M,Atlys,2026-03-22T20:26:17.886183+00:00
334977,[Weekly funding roundup March 7-13] VC inflow continues to remain lacklustre,weekly-funding-roundup-march-7-13-vc-inflow-continues-to-remain-lacklustre,https://yourstory.com/2026/03/weekly-funding-roundup-march-7-13-vc-inflow-continues-to-remain-lacklustre,Debt funding showed the highest traction during this week but overall the fund inflow into Indian startups continue to remain low.,2026-03-13T14:23:49.002Z,https://images.yourstory.com/cs/2/220356402d6d11e9aa979329348d4c3e/Weekly-funding-1741961216560.jpg,Thimmaya Poojary,Funding,Weekly Funding Roundup; Captain Fresh; Mosaic Wellness; Indian startup funding,2,,Captain Fresh,2026-03-22T20:26:17.886183+00:00
334890,"Former Myntra, H&M executives launch retail tech platform Confluxe with $1.6M pre-seed funding",former-myntra-hm-executives-launch-retail-tech-platform-confluxe-16-mln-pre-seed-funding,https://yourstory.com/2026/03/former-myntra-hm-executives-launch-retail-tech-platform-confluxe-16-mln-pre-seed-funding,"Confluxe stated that the newly raised capital will be allocated toward launching its initial brand partnerships, developing its technology and data infrastructure, and expanding its workforce across brand operations, commerce, and growth.",2026-03-11T09:07:42.086Z,https://images.yourstory.com/cs/2/c2cedff02d6111ef9021856619e24ca1/IMG0470-1744635312325.jpeg,Akshita Toshniwal,Funding,Just In; Retail Tech; H&M Foundation; Myntra,2,$1.6M,"Former Myntra, H&M executives launch retail tech platform Confluxe with $1.6M pre-seed",2026-03-22T20:26:17.886183+00:00
334887,Skye Air bags $9M funding led by IAN Alpha Fund,drone-skye-air-9-million-funding-ian-alpha-fund,https://yourstory.com/2026/03/drone-skye-air-9-million-funding-ian-alpha-fund,Skye Air Mobility raised funds to expand its drone delivery network and technology across five major Indian cities.,2026-03-11T08:37:56.864Z,https://images.yourstory.com/cs/2/d99b1110116911ed9e63f54395117598/USETHIS--NewPPTTemplates-2026-03-11T133239-1773216248679.png,Ishan Patra,Funding,Skye Air; IAN Alpha Fund; Drone; Funding; IAN Group,3,$9M,Skye Air,2026-03-22T20:26:17.886183+00:00
334874,Namma Yatri to raise Rs 39.8 Cr in a Pre-Series A round,namma-yatri-raises-rs-398-cr-pre-series-round,https://yourstory.com/2026/03/namma-yatri-raises-rs-398-cr-pre-series-round,"The ride-hailing company is expected to use the funds for growth and expansion of its operations, working capital requirements, and other general corporate purposes.",2026-03-11T06:43:39.913Z,https://images.yourstory.com/cs/2/c2cedff02d6111ef9021856619e24ca1/CopyofNewPPTTemplates38-1760696398726.jpg,Sai Keerthi,Funding,Just In; Namma Yatri; Pre-Series A funding; ride-hailing aggregator; Juspay,2,Rs 39.8 Cr,Namma Yatri to,2026-03-22T20:26:17.886183+00:00
334865,Coreworks raises $5M in Seed round led by Together Fund,coreworks-raises-5-million-in-seed-round-led-by-together-fund,https://yourstory.com/2026/03/coreworks-raises-5-million-in-seed-round-led-by-together-fund,Coreworks is building an AI platform that can automate presentations and reports for enterprises.,2026-03-10T14:48:23.151Z,https://images.yourstory.com/cs/2/c2cedff02d6111ef9021856619e24ca1/IMG0470-1744635312325.jpeg,Team YS,Funding,Just In; CoreWorks AI;  Together Fund ,2,$5M,Coreworks,2026-03-22T20:26:17.886183+00:00
334856,Digital experience testing platform Mozark raises $40M in Series B round,digital-experience-testing-platform-mozark-raises-series-b-round,https://yourstory.com/2026/03/digital-experience-testing-platform-mozark-raises-series-b-round,"The Singapore-headquartered company is an AI-powered platform that tests and measures the performance of digital services across devices, networks, and infrastructure to help organisations detect and fix issues before users experience them.",2026-03-10T10:35:34.502Z,https://images.yourstory.com/cs/2/11718bd02d6d11e9aa979329348d4c3e/Image4uze-1628144908028-1631094743679-1749187924112.jpg,Sai Keerthi,Funding,Just In; Series B funding; Kalaari Capital; International Finance Corporation,2,$40M,Digital experience testing platform Mozark,2026-03-22T20:26:17.886183+00:00
334858,Captain Fresh raises Rs 290 Cr from impact investor Blue Earth Capital,funding-captain-fresh-impact-investor-blue-earth-capital,https://yourstory.com/2026/03/funding-captain-fresh-impact-investor-blue-earth-capital,Captain Fresh said it will use the debt funding to expand its distribution capabilities in global markets.,2026-03-10T10:35:27.655Z,https://images.yourstory.com/cs/2/220356402d6d11e9aa979329348d4c3e/Captain-FRESH-latest-1773137927788.png,Thimmaya Poojary,Funding,Just In; Captain Fresh; seafood; impact investment,2,Rs 290 Cr,Captain Fresh,2026-03-22T20:26:17.886183+00:00
334851,Climate tech startup Newtrace raises $6.3M in pre-Series A round,climate-tech-startup-newtrace-raises-63-million-in-pre-series-a-round,https://yourstory.com/2026/03/climate-tech-startup-newtrace-raises-63-million-in-pre-series-a-round,Newtrace said it will primarily use the capital to scale up manufacturing of its electrode and electrolyzer technology for green hydrogen production,2026-03-10T09:09:25.398Z,https://images.yourstory.com/cs/2/220356402d6d11e9aa979329348d4c3e/Newtrace-FINAL-1773130839989.png,Thimmaya Poojary,Funding,Just In; Newtrace;  climate tech startups ; HDFC Bank,2,$6.3M,Climate tech startup Newtrace,2026-03-22T20:26:17.886183+00:00
334850,Agritech startup Verdant Impact raises $3M in seed round,agritech-startup-verdant-impact-raises-seed-round,https://yourstory.com/2026/03/agritech-startup-verdant-impact-raises-seed-round,"The newly raised funds will be used to expand its team and market penetration, R&D, enhance its platform capabilities, and upgrade existing tech infrastructure.",2026-03-10T08:48:25.291Z,https://images.yourstory.com/cs/2/c2cedff02d6111ef9021856619e24ca1/CopyofNewPPTTemplates51-1773131065638.jpg,Sai Keerthi,Funding,Just In; funding news; Agri-Tech;  Unicorn India Ventures,2,$3M,Verdant Impact,2026-03-22T20:26:17.886183+00:00
334838,AquaExchange raises $8M in Series B round,aquaexchange-raises-8m-series-round-endiya-partners,https://yourstory.com/2026/03/aquaexchange-raises-8m-series-round-endiya-partners,"The company said it will use the newly-raised funds to scale its international technology business, expand domestic market share and deepen its presence across upstream segments of the aquaculture value chain.",2026-03-10T05:49:58.195Z,https://images.yourstory.com/cs/2/11718bd02d6d11e9aa979329348d4c3e/AquaExchange1600x900-1773133298521.jpg,Sai Keerthi,Funding,Just In;  agritech sector; Endiya Partners; Series B funding,2,$8M,AquaExchange,2026-03-22T20:26:17.886183+00:00
334823,"StrideOne raises Rs 100 Cr, appoints Rajesh Sud as co-founder",strideone-raises-rs-100-cr-appoints-rajesh-sud-as-co-founder,https://yourstory.com/2026/03/strideone-raises-rs-100-cr-appoints-rajesh-sud-as-co-founder,"StrideOne provides short-term, structured working capital solutions and receivables management services to MSMEs. The capital will be used to expand enterprise anchor programmes, partner-lender network, technology, and risk infrastructure.",2026-03-09T13:33:24.418Z,https://images.yourstory.com/cs/2/220356402d6d11e9aa979329348d4c3e/rupee-final-1660220498225.png,Team YS,Funding,Just In; StrideOne; MSME; Debt Financing,2,Rs 100 Cr,StrideOne,2026-03-22T20:26:17.886183+00:00
334822,KaarTech raises $11M in Series B round led by Playbook Partners,kaartech-raises-11m-in-series-b-round-led-by-playbook-partners,https://yourstory.com/2026/03/kaartech-raises-11m-in-series-b-round-led-by-playbook-partners,The Chennai-headquartered technology services company plans to use the capital for strategic acquisitions and to expand market reach with its AI platforms.,2026-03-09T13:23:35.233Z,https://images.yourstory.com/cs/2/ebefb4a0b2a011edb86579ca40e04503/pepi-stojanovski-MJSFNZ8BAXw-unsplash-1702026610805.jpg,Team YS,Funding,Just In; KaarTech; Playbook Partners; Growth capital,2,$11M,KaarTech,2026-03-22T20:26:17.886183+00:00
334767,[Weekly funding roundup Feb 28-March 6] VC fund raise falls below $100M level,weekly-funding-roundup-feb-28-march-6-vc-fund-raise-falls-below-100-million-level,https://yourstory.com/2026/03/weekly-funding-roundup-feb-28-march-6-vc-fund-raise-falls-below-100-million-level,Venture capital funding saw a steep fall in the the first week of March largely due to lesser number of deals.,2026-03-06T14:32:28.744Z,https://images.yourstory.com/cs/2/220356402d6d11e9aa979329348d4c3e/Weekly-funding-1741961216560.jpg,Thimmaya Poojary,Funding,Weekly Funding Roundup; india startup funding; Rozana; Pronto,2,$100M,VC fund,2026-03-22T20:26:17.886183+00:00
334725,Omnichannel retailer Rozana bags Rs 290 Cr in Series B funding round led by BII,omnichannel-retailer-rozana-bags-rs-290-cr-series-b-funding-round-bii,https://yourstory.com/2026/03/omnichannel-retailer-rozana-bags-rs-290-cr-series-b-funding-round-bii,"The company plans to expand its retail network, enter new markets, strengthen technology infrastructure, expand product categories and develop private label offerings.",2026-03-06T01:00:00.000Z,https://images.yourstory.com/cs/2/bc14afb0357911eca2270b39b804102d/RozanaPressReleaseTwitterPreview-1709710037025.jpg,Akshita Toshniwal,Funding,Just In; Funding; Rozana; Bertelsmann India Investments; Tier 2 and 3 cities; E-Commerce,3,Rs 290 Cr,Omnichannel retailer Rozana,2026-03-22T20:26:17.886183+00:00
334681,Neysa funding lifts VC funding for Indian startups in February,neysa-funding-lifts-vc-funding-momentum-indian-startups-feb,https://yourstory.com/2026/03/neysa-funding-lifts-vc-funding-momentum-indian-startups-feb,February saw 110% yearly increase in venture capital inflow into Indian startups and this was primarily due to Neysa's $600 million funding round.,2026-03-03T10:10:27.055Z,https://images.yourstory.com/cs/2/220356402d6d11e9aa979329348d4c3e/StartupfundingandgrowthinIndia-1772528817006.png,Thimmaya Poojary,Funding,india startup funding; neysa; IDfy; funding winter,3,$600 million,Neysa,2026-03-22T20:26:17.886183+00:00
334670,Dabur Ventures marks its maiden investment by leading a $7.5M round for skincare startup RAS,skincare-startup-ras-secures-75-million-in-funding-led-by-dabur-ventures,https://yourstory.com/2026/03/skincare-startup-ras-secures-75-million-in-funding-led-by-dabur-ventures,"Dabur's newly-launched Rs 500 crore investment fund, under Dabur Ventures,  allows the FMCG giant to target high-potential, digital-first businesses to fast-track its shift toward premium wellness and clean beauty offerings.",2026-03-03T08:06:14.951Z,https://images.yourstory.com/cs/2/47ea3f60084e11efbdcb2f46d4aa7266/D2CBrandsforSaleFeatureImage-1737013087380.jpg,Akshita Toshniwal,Funding,Just In; Dabur India; FMCG;  D2C ecosystem; mergers and acquisition; RAS Luxury Oils,2,$7.5M,Dabur Ventures marks its maiden,2026-03-22T20:26:17.886183+00:00
334661,Home-services platform Pronto raises $25M in Series B funding,home-services-platform-pronto-raises-series-b-funding,https://yourstory.com/2026/03/home-services-platform-pronto-raises-series-b-funding,The startup plans to use the capital to hire and train personnel and deepen operations across existing markets and service categories over the next 12 to 18 months.,2026-03-03T01:30:00.000Z,https://images.yourstory.com/cs/2/727115006d2011f09259ebc21ca89457/Pronto1600x900-1763538119554.jpg,Akshita Toshniwal,Funding,Just In; Pronto; snabbit; General Catalyst; Epiq Capital; Bain Capital Ventures,3,$25M,Home-services platform Pronto,2026-03-22T20:26:17.886183+00:00
334651,Bounce raises $5M from existing investors as EV mobility startup rebuilds after pandemic pivot,funding-bounce-5-million-ev-mobility-startup-pandemic-pivot,https://yourstory.com/2026/03/funding-bounce-5-million-ev-mobility-startup-pandemic-pivot,"Once one of India’s largest scooter-sharing startups, the Bengaluru company is betting on electric scooters and fleet rentals for gig workers to chart a comeback.",2026-03-02T11:39:02.919Z,https://images.yourstory.com/cs/2/c2cedff02d6111ef9021856619e24ca1/FounderImage-1732182977296.jpg,Team YS,Funding,Just In; Bounce; Bounce Infinity; 24x7 electricity,4,$5M,Bounce,2026-03-22T20:26:17.886183+00:00
334609,[Weekly funding roundup Feb 21-27] Steep fall in VC inflow due to absence of large deals,weekly-funding-roundup-feb-21-27-steep-fall-vc-inflow-large-deals,https://yourstory.com/2026/02/weekly-funding-roundup-feb-21-27-steep-fall-vc-inflow-large-deals,"Indian startups continue to face funding challenges, as most investment activity remains concentrated in the early-stage segment, which requires smaller capital commitments.",2026-02-27T14:04:43.217Z,https://images.yourstory.com/cs/2/220356402d6d11e9aa979329348d4c3e/Weekly-funding-1741961216560.jpg,Thimmaya Poojary,Funding,Weekly Funding Roundup; Bessemer Partners; WishLink; Indian startup funding; Peak XV Partners,2,,Bessemer Partners,2026-03-22T20:26:17.886183+00:00
334611,Deepinder Goyal's wearable startup Temple raises $54M funding,wearable-startup-temple-raises-54-million-first-funding-round,https://yourstory.com/2026/02/wearable-startup-temple-raises-54-million-first-funding-round,"The hardware company started by Deepinder Goyal reached a $190 million post-money valuation in a friends-and-family round backed by early Zomato investors and over 30 of its own employees, who invested at par valuation with no equity discount.",2026-02-27T13:51:24.559Z,https://images.yourstory.com/cs/wordpress/2014/02/yourstory_image.jpg,Akshita Toshniwal,Funding,Just In; Deepinder Goyal; India wearables market; Human Longevity,3,$54M,Deepinder Goyal,2026-03-22T20:26:17.886183+00:00
334582,"Info Edge deepens venture push with new growth fund; portfolio value nears Rs 48,000 crore",info-edge-venture-push-new-growth-fund-portfolio-value-nears-rs-48000-cr,https://yourstory.com/2026/02/info-edge-venture-push-new-growth-fund-portfolio-value-nears-rs-48000-cr,"The company’s board has approved a commitment of up to Rs 250 crore to B8 Fund I, a newly launched Category II alternative investment fund that will back growth-stage, tech-enabled companies in India.",2026-02-27T05:46:38.283Z,https://images.yourstory.com/cs/2/f9bdfa20c75811ed9569e5d19beae38b/WhatsAppImage2026-02-16at15-1771236506091.jpeg,Anuj Suvarna,Funding,Just In; Info Edge;  InfoEdge Ventures; Naukri,4,"Rs 48,000 crore",Info Edge,2026-03-22T20:26:17.886183+00:00
334562,Prayaan Capital raises Rs 110 Cr in Series A led by Peak XV Partners,prayaan-capital-raises-rs-110-crore-in-series-a-led-by-peak-xv-partners,https://yourstory.com/2026/02/prayaan-capital-raises-rs-110-crore-in-series-a-led-by-peak-xv-partners,"Prayaan Capital will use this funding round to build its MSME lending platform, expand team and operations.",2026-02-26T10:15:12.525Z,https://images.yourstory.com/cs/2/c2cedff02d6111ef9021856619e24ca1/IMG0470-1744635312325.jpeg,Team YS,Funding,Just In; Peak XV Partners; Prayaan Capital; MSME lending,2,Rs 110 Cr,Prayaan Capital,2026-03-22T20:26:17.886183+00:00
334560,Gushwork AI raises $9M in Seed round led by Susquehanna Asia VC,gushwork-ai-raises-9-million-in-seed-round-led-by-susquehanna-asia-vc,https://yourstory.com/2026/02/gushwork-ai-raises-9-million-in-seed-round-led-by-susquehanna-asia-vc,"The AI startup will use the fresh capital for product development, expanding engineering teams and go-to-market operations.",2026-02-26T09:41:28.805Z,https://images.yourstory.com/cs/2/220356402d6d11e9aa979329348d4c3e/ES-AI21-1772096456297.png,Team YS,Funding,Just In; Lightspeed; Gushwork AI; AI startup India,2,$9M,Gushwork AI,2026-03-22T20:26:17.886183+00:00
334556,Debt relief platform FREED raises Rs 60 Cr in funding led by Aavishkaar Capital,debt-relief-platform-freed-raises-rs-60-crore-funding-led-aavishkaar-capital,https://yourstory.com/2026/02/debt-relief-platform-freed-raises-rs-60-crore-funding-led-aavishkaar-capital,"The company will deploy the fresh capital to scale operations, expand its geographic footprint, strengthen product and underwriting capabilities, and deepen institutional partnerships.",2026-02-26T08:53:21.025Z,https://images.yourstory.com/cs/2/c2cedff02d6111ef9021856619e24ca1/IMG0470-1744635312325.jpeg,Akshita Toshniwal,Funding,Just In; Aavishkaar Capital; Debt;  fintech,2,Rs 60 Cr,Debt relief platform FREED,2026-03-22T20:26:17.886183+00:00
334546,MeltPlan raises $10M from Bessemer to bring AI into construction’s earliest decisions,meltplan-funding-10-million-bessemer-ai-constructions,https://yourstory.com/2026/02/meltplan-funding-10-million-bessemer-ai-constructions,"MeltPlan, a year-old startup founded by Innovaccer co-founder Kanav Hasija, has raised $10 million in seed funding led by Bessemer Venture Partners, as it seeks to build an artificial-intelligence system aimed at one of construction’s costliest blind spots: preconstruction planning.  The round, whi",2026-02-26T03:26:44.608Z,https://images.yourstory.com/cs/2/a1c35720cce711efabacb7b767fb7698/meltplan-1772075351268.png,Anuj Suvarna,Funding,Just In; MeltPlan; Bessemer Partners; AI in construction,3,$10M,MeltPlan,2026-03-22T20:26:17.886183+00:00
334539,Wootzwork raises $6.6M in Series A led by Z47,wootzwork-raises-66-million-in-series-a-led-by-z47,https://yourstory.com/2026/02/wootzwork-raises-66-million-in-series-a-led-by-z47,Manufacturing and engineering solutions startup Wootzwork said it will use this funding largely for business expansion activity.,2026-02-25T12:45:12.032Z,https://images.yourstory.com/cs/2/220356402d6d11e9aa979329348d4c3e/Wootzwork-FINAL-1772022103249.png,Thimmaya Poojary,Funding,Just In; Z47; Wootzwork; manufacturing startup; Nexus Venture Partners,2,$6.6M,Wootzwork,2026-03-22T20:26:17.886183+00:00
333961,ZeroHarm Sciences raises Rs 65 Cr led by Kotak Life Sciences Fund,zeroharm-sciences-raises-rs-65-cr-led-by-kotak-life-sciences-fund,https://yourstory.com/2026/02/zeroharm-sciences-raises-rs-65-cr-led-by-kotak-life-sciences-fund,"The funding round was led by Kotak Alternate Asset Managers Limited through its Kotak Life Sciences Fund I (KLSF-I), which invested Rs 40 crore.",2026-02-25T11:27:21.035Z,https://images.yourstory.com/cs/2/a1c35720cce711efabacb7b767fb7698/Mr-1772019150406.jpeg,Team YS,Funding,Just In; Zeroharm;  Kotak Alternate Asset Managers ,3,Rs 65 Cr,ZeroHarm Sciences,2026-03-22T20:26:17.886183+00:00
334527,Home Essentials secures Rs 70 Cr in Pre-Series B funding led by 360 ONE Asset,home-essentials-secures-rs-70-crore-in-pre-series-b-funding-led-by-360-one-asset,https://yourstory.com/2026/02/home-essentials-secures-rs-70-crore-in-pre-series-b-funding-led-by-360-one-asset,"Home Essentials plans to use the fresh capital to expand its omnichannel retail presence and its product portfolio. It offers a catalogue of over 1,000 products spanning storage, cookware, furniture, and decor.",2026-02-25T09:16:49.133Z,https://images.yourstory.com/cs/2/a9efa9c0-2dd9-11e9-adc5-2d913c55075e/165-VC-funding1552277843560.jpg,Akshita Toshniwal,Funding,Just In; Home decor; 360 ONE,2,Rs 70 Cr,Home Essentials,2026-03-22T20:26:17.886183+00:00
331245,Cross-border payment platform XFlow raises $16.6M in Series A round led by General Catalyst,cross-border-payment-platform-xflow-series-a-round-general-catalyst,https://yourstory.com/2025/11/cross-border-payment-platform-xflow-series-a-round-general-catalyst,The round values the company at $85 million.,2026-02-24T09:55:12.751Z,https://images.yourstory.com/cs/2/c2cedff02d6111ef9021856619e24ca1/IMG1282-1771925390174.jpeg,Sai Keerthi,Funding,Just In; cross border payments; General Catalyst,2,$16.6M,Cross-border payment platform XFlow,2026-03-22T20:26:17.886183+00:00
334471,Creator commerce platform Wishlink raises $17.5M in Series B funding,creator-commerce-platform-wishlink-raises-175-million-in-series-b-funding,https://yourstory.com/2026/02/creator-commerce-platform-wishlink-raises-175-million-in-series-b-funding,Wishlink's Series B funding was led by Vertex Ventures with participation from existing investors. It plans to use the capital to deepen its tech stack and expand its team as  it rides the content-to-commerce wave.,2026-02-24T00:30:00.000Z,https://images.yourstory.com/cs/2/d72b5ef09db411ebb4167b901dac470c/Image1njw-1664201710908.jpg,Akshita Toshniwal,Funding,Just In; WishLink; content creators; Vertex Venture,3,$17.5M,Creator commerce platform Wishlink,2026-03-22T20:26:17.886183+00:00
331294,"Peak XV Partners raises $1.3B across India, APAC funds",peak-xv-partners-13b-fund-back-founders-india-apac,https://yourstory.com/2025/11/peak-xv-partners-13b-fund-back-founders-india-apac,This marks the VC firm’s first fund post its split from Sequoia Capital back in 2023.,2026-02-20T15:40:37.552Z,https://images.yourstory.com/cs/2/c2cedff02d6111ef9021856619e24ca1/IMG1277-1771599756336.jpeg,Sai Keerthi,Funding,Just In; Peak XV Partners; New Fund; Startup Funding,2,$1.3B,Peak XV Partners,2026-03-22T20:26:17.886183+00:00
334411,[Weekly funding roundup Feb 14-20] Neysa deal boosts capital inflow into Indian startup ecosystem,weekly-funding-roundup-feb-14-20-neysa-deal-capital-inflow-indian-startup-ecosystem-india-ai-summit,https://yourstory.com/2026/02/weekly-funding-roundup-feb-14-20-neysa-deal-capital-inflow-indian-startup-ecosystem-india-ai-summit,"This week, the total funding into Indian startups touched $705 million across 21 deals—the highest weekly funding for the year until now.",2026-02-20T15:30:41.944Z,https://images.yourstory.com/cs/2/220356402d6d11e9aa979329348d4c3e/Weekly-funding-1741961216560.jpg,Thimmaya Poojary,Funding,Weekly Funding Roundup; Indian startup funding; neysa; Stable Money; Blackstone,2,$705 million,Stable Money,2026-03-22T20:26:17.886183+00:00
